,/wrench.fx,/wrench.fy,/wrench.fz,/wrench.tx,/wrench.ty,/wrench.tz,/manipulator_pose.x,/manipulator_pose.y,/manipulator_pose.z,/manipulator_pose.rx,/manipulator_pose.ry,/manipulator_pose.rz,/manipulator_pose.rw
0.0,-1.64762245766836,-1.2591581458255041,-2.565875440399076,0.07991849570873605,0.07658419137884864,0.03135788186648899,0.6409137894546602,0.12964205085882416,0.3841218931468874,0.6531979764459631,0.2707811059891249,0.6532094196717947,-0.27079041758940176
0.1,-1.5529136667118009,-1.4008514891340977,-2.4188410595030647,0.07885760138723574,0.07444386549670426,0.0379709352082207,0.6405848693766596,0.12934911114197026,0.3840983535100287,0.6529033888935123,0.27152060930470395,0.6528982581081851,-0.271509830491397
0.2,-1.2917982601869005,-1.4000400718500043,-2.4663417932585285,0.08842370137646782,0.07694257866268422,0.037674264846466375,0.6405829285052888,0.12938210148786283,0.38411293855571554,0.6528909147082947,0.27152756307280224,0.6528996317704837,-0.2715295689553505
0.30000000000000004,-1.4025601793090654,-1.3122482943120672,-2.6026958176281747,0.08349044971789397,0.07570887976282592,0.03839793304548033,0.6405938908777326,0.12937266368739822,0.3841292090327257,0.6528791375667591,0.27152292715871523,0.6529206655472934,-0.27151194496472425
0.4,-1.4349823733676332,-1.5667383549080565,-2.221057206399455,0.08869421511402165,0.070703605893877,0.041758989147804064,0.640582099516558,0.12935053612494576,0.3841386141358482,0.6528767525508572,0.2715104585390866,0.6529288732212176,-0.27151041121219055
0.5,-1.2320178928040006,-1.546132270431706,-2.478310935560076,0.08798032845417911,0.07635714626545996,0.03648537616274365,0.6405793469417964,0.12935035291839855,0.3841389642009971,0.6528794298420159,0.27152427966157766,0.6529197023173979,-0.2715122059303896
0.6000000000000001,-1.5511196256454363,-1.2714751757654328,-2.6049251938785645,0.08790878927274388,0.0794928309436199,0.04533016483786668,0.6405832907756669,0.1293430280344479,0.38409814061055825,0.6529039771853237,0.271525441515498,0.6528923804602956,-0.2715177171425264
0.7000000000000001,-1.081286082085519,-1.640828744159993,-2.2362178824363355,0.08833454721335049,0.06777233053175105,0.03593346315718157,0.6405875194060406,0.1293338534534513,0.38410447459062375,0.6529027954547428,0.2715135392901544,0.6529017887677863,-0.27150983756273234
0.8,-1.2589102061936013,-1.478425941569274,-2.355358794871462,0.08659945624389945,0.07007724668694121,0.03785056571358228,0.6405854808150004,0.1293518192212323,0.38412568557346777,0.6528870220828908,0.27152755856265726,0.6529098807006143,-0.2715142887957225
0.9,-1.3271290087856724,-1.3778118343139505,-2.622948625839362,0.09000497503117715,0.08035382074692875,0.04237882424364484,0.6405883453643331,0.12933465650820727,0.3841090789564642,0.6529027420020126,0.27151689185264344,0.6528978139549257,-0.27151617163221153
