,/manipulator_wrench.fx,/manipulator_wrench.fy,/manipulator_wrench.fz,/manipulator_wrench.tx,/manipulator_wrench.ty,/manipulator_wrench.tz,/ground_truth.x,/ground_truth.y,/ground_truth.z,/joint_states.elbow_joint,/joint_states.shoulder_lift_joint,/joint_states.shoulder_pan_joint,/joint_states.wrist_1_joint,/joint_states.wrist_2_joint,/joint_states.wrist_3_joint,/mode./mode,/manipulator_pose.x,/manipulator_pose.y,/manipulator_pose.z,/manipulator_pose.rx,/manipulator_pose.ry,/manipulator_pose.rz,/manipulator_pose.rw
0.2,0.245087385018335,-0.9881783632377956,-0.1393937461080101,0.0031898478424345657,0.016454523650693123,0.027845645539784306,-0.03453153935022289,-0.4689610680840593,0.8825434011801913,-1.4496294052940113,-1.774505326369998,4.175642392993445,-3.3429630751491928,-1.342160528779101,2.5181528111691533,1.0,0.4561401730678422,0.46603675474884826,0.3286906905278582,-0.7233448454742727,0.33637997875052483,-0.2007415348957326,0.5686154945033617
0.30000000000000004,-0.3228111436458153,-0.9838566183501791,-0.17850338482511277,-0.0009299746829020926,0.019178586373643454,0.10006400755604211,-0.03441428259779907,-0.46828576982764336,0.8829065353170892,-1.4467454463858436,-1.7776712957104803,4.175005635561885,-3.342666943483193,-1.3429054019393112,2.5179615670590874,1.0,0.4565741952197537,0.4665462650362954,0.3285030081340371,-0.7233496181137138,0.3363630015911592,-0.20069945216318308,0.5686343210154736
0.4,-0.36669754111194064,-1.2717155297239542,-0.34306493718607073,-0.008677722991972434,0.024801930688166454,0.16802023706619632,-0.03433152724593691,-0.4675410836647625,0.8833041697347397,-1.4434396105394738,-1.7811900577940882,4.174142157747439,-3.3424106541755143,-1.343550130524202,2.5177693367004395,1.0,0.4571186238958154,0.46711969459536434,0.32824795079291175,-0.7233690352987869,0.33635539267388415,-0.20067025948523057,0.5686244239814449
0.5,-0.03898241299185423,-0.5866823566545325,-0.19407557307428477,-0.01747810902936111,0.03058205602901632,0.23318816369496545,-0.034322053556834035,-0.46701002012861575,0.8835856684447926,-1.4400290165098795,-1.7849163021450778,4.173435715250012,-3.3421131845431233,-1.34416371980776,2.517589966330025,1.0,0.45796920765473836,0.46793152782705344,0.32789686988194455,-0.723370154934758,0.3363794289524519,-0.20069919785808676,0.5685985672743183
0.6000000000000001,-0.23922337967241383,-0.6205062418997207,-0.05543533420420082,-0.02512512618659303,0.026026877857358625,0.27720168828624386,-0.034424145974088806,-0.46691462362094305,0.8836320904837299,-1.4368406782682823,-1.7880179081269347,4.172680070779515,-3.3418373854445265,-1.34478917330205,2.5173617977874483,1.0,0.4592880368465583,0.46922428014609946,0.3273835333671143,-0.7233478875985255,0.3364111353192198,-0.20075231529740528,0.5685893856226263
0.7000000000000001,0.045203543861895235,-0.49974256393194527,-0.011413236863534668,-0.026403540574870064,0.021988725229044777,0.27591507547982475,-0.0344343879236439,-0.4666129827378502,0.8837910186618685,-1.4338299884963812,-1.7914284353305274,4.171924937663551,-3.3416570296593755,-1.3455331906995336,2.5171592564672323,1.0,0.46042779783993854,0.4703631395410051,0.3269769258185889,-0.7233159797670738,0.3364171513027356,-0.20076681282996425,0.5686212980438284
0.8,-0.13936669495863296,-0.6143263658696722,-0.07893681766597906,-0.03431775404506535,0.01817878617324656,0.26767902234495544,-0.034510339371635126,-0.46718985546357583,0.8834831752811056,-1.4307356682989396,-1.7946020119733068,4.1713156468372565,-3.3414179060047746,-1.3462527318097621,2.5169548988342285,1.0,0.46107539762512756,0.47099298876055024,0.3266785227777706,-0.7233254562347071,0.33643583479501254,-0.20075505728873663,0.5686023394268018
0.9,0.06364700463172546,-0.49523859875489995,-0.014025969938855437,-0.027211537691192916,0.018012827947879964,0.25954988522859757,-0.034392324718368124,-0.46643495736257945,0.8838860206083283,-1.4279408246431087,-1.7977383286944286,4.170763399268562,-3.3412138424315394,-1.3467918648862263,2.5167869510625698,1.0,0.4618278767475013,0.47175922401906495,0.3263738579711413,-0.7233346505219431,0.33641479989213086,-0.20073664968754712,0.5686095877137977
1.0,-0.08054329827658152,-0.8759590578013069,0.1739599705794447,-0.02219097628655965,0.01853730773458475,0.2596025753663558,-0.03427094025572226,-0.46571925973851047,0.8842685511759399,-1.4248742445146225,-1.8007017927718811,4.170199896972428,-3.3409997378514644,-1.3472722153585397,2.516620147382077,1.0,0.46314558353158636,0.47316242188936064,0.32578799274485,-0.7233595524128187,0.3364065789020601,-0.2007271975690148,0.5685861093630659
1.1,0.11626097785785837,-0.8169167193895734,0.1018424953285908,-0.021859262202593828,0.02138997248240752,0.25522802109744236,-0.03431446371435467,-0.46640891110393357,0.8839032964124685,-1.422375022088131,-1.8037114435269497,4.169612079220335,-3.3408428855505656,-1.3477878464420994,2.5164637565612793,1.0,0.4636616928098264,0.4737450635007769,0.32563330956354725,-0.7233331037895455,0.3363823127829182,-0.20073166357250485,0.5686325349893481
1.2000000000000002,-0.05388835849464857,-0.708340302726665,-0.08770617142715746,-0.02397491050045544,0.01750243999179922,0.2531246468587727,-0.034322205220843595,-0.46644443433026106,0.8838843392665497,-1.4194259914376364,-1.8064259016571866,4.168989222312349,-3.340721996215513,-1.3484247049439058,2.5162706601375278,1.0,0.4644556403954534,0.4745487614062886,0.3252097442376583,-0.7233759897385432,0.3364020792138067,-0.200738385892617,0.5685639093361778
1.3,-0.0010570388991064383,-0.3531298387815127,-0.014217280525564258,-0.020959073283590035,0.018019235578449623,0.25174584316710746,-0.034316742162156716,-0.46623856553830584,0.8839931758598564,-1.417050987772063,-1.8093833823084022,4.168498326813124,-3.340565933590623,-1.3489994382861792,2.5161153014557143,1.0,0.46564838177311296,0.47571285345312775,0.3247966148797391,-0.7233385177388122,0.3364008951335192,-0.20074079477617743,0.5686114313144027
1.4000000000000001,0.08988635212646884,-0.8392081068782553,-0.11802108232566436,-0.027343652490383716,0.020308301896958415,0.256222497230905,-0.03428151228150373,-0.4660317294691702,0.8841035864522349,-1.4142805336387294,-1.8117698648386824,4.1679337055060515,-3.3404348082057354,-1.349551615841369,2.5159702455921535,1.0,0.4661159188383923,0.4762409601931712,0.3244311137041066,-0.7234370529445237,0.3363936089877958,-0.200704232920576,0.568503281562096
1.5,0.2803393436972031,-0.9406083041012612,-0.20331962044285434,-0.029666438218072577,0.018679721966076104,0.2581620379769839,-0.03423473305368059,-0.46582451810232967,0.8842146077467481,-1.412039554366237,-1.814370389577816,4.167371207257955,-3.3403148463448162,-1.34997172290009,2.515768780995451,1.0,0.4667420242522627,0.4768569107703945,0.3243011930135122,-0.7233827405151567,0.33637548819198404,-0.2007172923452544,0.5685784996128289
1.6,0.2881996383311827,-0.6137373514017631,-0.1251122511288588,-0.027277842249838403,0.015834561624764723,0.2562675575566925,-0.034241937770655616,-0.4654992466750493,0.8843855718535858,-1.4094992835118758,-1.8168293586728679,4.1668205698675465,-3.3402537233947376,-1.3504029030230287,2.5156604159031066,1.0,0.4676699074149637,0.4777473652830252,0.32390944682165784,-0.7233816165020401,0.33640269519664767,-0.2007320403959898,0.568558626290895
1.7000000000000002,0.12320012995612889,-0.8067573359256383,-0.1356179612313054,-0.02708037539166581,0.015375715451831853,0.25390209360132543,-0.03429636020020265,-0.4654285304935238,0.8844205834918165,-1.4072294009329174,-1.8190190290413715,4.166354019171441,-3.3401234986516437,-1.3508232143664634,2.5155161473025696,1.0,0.4683133151413486,0.47837359756244063,0.3236566378568755,-0.7233688574490666,0.3364247000304921,-0.20075311152443706,0.5685543997679395
1.8,0.11734024642391828,-0.5833262728862398,0.009205535710773913,-0.02168355697889033,0.013155613792375113,0.24894382397213446,-0.034418323802108464,-0.46636066101261614,0.8839248339460477,-1.4049580974357894,-1.8215663870397836,4.166016069209602,-3.3400623661420052,-1.3512189169530073,2.515432239713004,1.0,0.46884768866950943,0.4789095567445491,0.32353364181654154,-0.7233215236066264,0.33641582602728015,-0.20077631384213918,0.5686116752984713
1.9000000000000001,0.0732402134725811,-1.0224272371756773,-0.10661875710905577,-0.026382583823970785,0.02059119973672072,0.25278854184545146,-0.0344027995866671,-0.4664084037862675,0.88390024724291,-1.4027237649761037,-1.823608918508991,4.165550468209405,-3.3399903985642636,-1.3516632800890462,2.5152770148929253,1.0,0.4695946311957075,0.4796839340108323,0.32321386631709953,-0.7233303610799313,0.3364043322684058,-0.20077979035245858,0.5686060057342401
2.0,0.09310592554672915,-0.7261213134425732,0.1496872150531735,-0.02343527797171356,0.01936206415587763,0.2502058451881357,-0.03433977999548731,-0.46611863204205223,0.8840554572445228,-1.4005124254113055,-1.8259399767398543,4.165201124168558,-3.339918471562782,-1.3520590904860872,2.5151448249816895,1.0,0.4704829020635885,0.48061941458143553,0.32286727024242523,-0.723336029332387,0.33638783204204353,-0.2007592370640237,0.5686158139351926
2.1,0.09701539074222867,-0.9281462124064379,-0.10414337380218966,-0.021768539144284598,0.015926486818926406,0.246743995951299,-0.034252706719355965,-0.46560052291235454,0.884331773356056,-1.39855190298641,-1.8279466400565616,4.164841890768252,-3.3398939093300157,-1.3525140731564338,2.5150606636564357,1.0,0.4708767496594088,0.48105355965066526,0.3226769398279398,-0.7233461475084353,0.3363850038284939,-0.2007506638022884,0.5686076424626648
2.2,0.05287839781099575,-0.7845281095872448,-0.10156191566815775,-0.0227254648297999,0.020467662992184284,0.24997230342197724,-0.03415661070665954,-0.46474611605085087,0.8847847200607201,-1.3965791757945973,-1.8299769439076905,4.164411044207782,-3.339811284447918,-1.3529227415667933,2.5149296033994264,1.0,0.4713558546595109,0.48155917492358763,0.32245722435812935,-0.7233589183508216,0.3363850046497193,-0.20074349499195243,0.5685939263723748
2.3000000000000003,0.10041534334061636,-0.7403839931844961,-0.08859807971087079,-0.020894824980607483,0.02004340453889716,0.24864649655719698,-0.03402896254111748,-0.46373333483262374,0.8853205940254048,-1.3944177627563477,-1.8319831384980867,4.163981285076684,-3.339739416825897,-1.3532818450593984,2.5148210803947606,1.0,0.4721162786562415,0.4823564153140987,0.3221521512887913,-0.7233622519215472,0.33636749865322824,-0.20072479900045337,0.5686066420742784
2.4000000000000004,-0.043651402512908805,-0.603527456653272,0.01311436519950164,-0.019107795044172267,0.0184575909859885,0.24687808664240052,-0.033947871615271484,-0.4631897339883556,0.8856081399448867,-1.392697472679555,-1.8340020166287745,4.163679628779222,-3.3397151153420963,-1.3536302551886763,2.514750032831956,1.0,0.4725941746738735,0.482838832485836,0.3220182553127778,-0.7233361628668783,0.33636652311803095,-0.20070846278275437,0.5686461734522548
2.5,0.18250920928608383,-0.5193202422687804,-0.1688103487543253,-0.023259406803233327,0.010843767695890905,0.24585446052948667,-0.03417941818718489,-0.4654032666329427,0.8844384826438919,-1.3908772605639819,-1.8359112481304782,4.163356767298567,-3.339726901450958,-1.3539064503656546,2.5146420758956394,1.0,0.4732047387710579,0.48346594248485886,0.32162715746716913,-0.7234012787703041,0.33638861161611266,-0.2007145916986455,0.5685481022109905
2.6,0.10730633614453157,-0.6593364517454264,-0.2652010277135426,-0.01933076466469032,0.018681231249897297,0.24861816505252907,-0.034235461707797725,-0.46613656804261216,0.8840499674104366,-1.3888747611207124,-1.8375303073592644,4.162976533231724,-3.339614502665923,-1.3541798826406068,2.514555870100174,1.0,0.4736381454103585,0.48394868119048673,0.32142598365755737,-0.7234096540131718,0.3363794306196329,-0.2007169054409189,0.568542060895037
2.7,0.11039876109853597,-0.5826194300755061,-0.20505679148572065,-0.02396066758714613,0.01912790302639931,0.24913468067806616,-0.034283294869316264,-0.46635859455958295,0.8839311681104669,-1.387377177963647,-1.8394892824790217,4.162648146536219,-3.3396435120734247,-1.3545064085156975,2.5144039949361847,1.0,0.4740847314561678,0.4843838261214488,0.32136925185136905,-0.723347425960517,0.3363739752055256,-0.20074065590487875,0.5686160736627185
2.8000000000000003,0.05378581471653856,-0.6200901326233993,-0.033734853103732615,-0.021537988270442333,0.014746430555822039,0.24857025476802544,-0.034326434779727445,-0.4662883632801818,0.8839665453317631,-1.3856683842881483,-1.8412440188260628,4.162295547021745,-3.3396166359163098,-1.354795928516016,2.514387266390861,1.0,0.4745698341450775,0.48483394066699426,0.32111691206592496,-0.7233721020198904,0.3363980727952992,-0.20075500363078935,0.5685653587373538
2.9000000000000004,0.13121828934812477,-0.5959447774304618,-0.02273152208890933,-0.02427579182058471,0.019642494733847937,0.24833081070942142,-0.03430737430711521,-0.4655400865261744,0.8843610662383643,-1.383801149354083,-1.8426284612775998,4.1619397868968075,-3.3395715716755654,-1.3551318147015425,2.514270305633545,1.0,0.4750678951054614,0.48530617818886956,0.3207705301497658,-0.7234378730204947,0.3364299795445773,-0.20075510373999605,0.5684627525753658
3.0,0.11608264650613037,-0.5879873714073017,-0.025123781534574667,-0.015784351782466857,0.018654337196346054,0.24494796071005645,-0.03431419875133331,-0.46513501815731184,0.8845712787860679,-1.3823325028549478,-1.8442495225538602,4.161570072174072,-3.339596192554109,-1.3554187805619313,2.514186764721207,1.0,0.47571021681047737,0.4858980841086219,0.32080901405864876,-0.7232882960694432,0.33641825438958134,-0.20078340142619766,0.5686500018413394
