,/ground_truth.x,/ground_truth.y,/ground_truth.z,/joint_states.elbow_joint,/joint_states.shoulder_lift_joint,/joint_states.shoulder_pan_joint,/joint_states.wrist_1_joint,/joint_states.wrist_2_joint,/joint_states.wrist_3_joint,/wrench.fx,/wrench.fy,/wrench.fz,/wrench.tx,/wrench.ty,/wrench.tz,/manipulator_pose.x,/manipulator_pose.y,/manipulator_pose.z,/manipulator_pose.rx,/manipulator_pose.ry,/manipulator_pose.rz,/manipulator_pose.rw
0.0,0.01200720376435449,0.40079962164120725,0.9160870539146517,-1.4962263107299805,-1.9190823040404261,4.137908458709717,-0.05637915552172856,1.386314868927002,-0.722630802785055,-6.386500625490705,-8.29345006986964,-3.8657520275553843,-0.31673897990438604,0.31107660768107676,0.009578582904578251,0.5220158139488833,0.5391485683962398,0.40962164576730653,-0.7526460242571777,0.3046474997451617,-0.21899841510157111,0.541067054302778
0.1,0.012000431036698022,0.40091825345135523,0.9160352259302312,-1.4964262714780914,-1.9189381437894815,4.137932300567627,-0.05640347421679692,1.386297476218522,-0.722623608083907,-6.815363156895043,-8.527112536232117,-3.9333652526644314,-0.31960192268097054,0.32171354998731333,0.006428365328617932,0.5220183341044532,0.5391504237385976,0.40961306955290383,-0.7526498780014096,0.3046513932019874,-0.21899824269482449,0.5410595710835635
0.2,0.011977537970226973,0.40081448463660846,0.9160808482355743,-1.4974111760481799,-1.9178393917607774,4.1379410849728115,-0.05639107645068364,1.3861470222473145,-0.7226409911980306,-6.813951512193432,-8.737535424741814,-4.063590592814647,-0.30887494143322847,0.3271096991787284,0.003362509084006594,0.5219797722608435,0.5390838088018232,0.40958914822978315,-0.7526794669274743,0.30465296474969894,-0.21900103231326434,0.5410163943733279
0.30000000000000004,0.011937912134654524,0.4004798659404061,0.9162276230797217,-1.4985874144252795,-1.916666646996969,4.1380455938991565,-0.056370358484307055,1.3860226367054849,-0.7225609906478345,-7.1873328593347425,-8.990296166664871,-4.2720665037486745,-0.2886895066658812,0.33120855046076747,-0.009289442806460936,0.5217864953195102,0.5387484592397755,0.4097357198571499,-0.7526520857723873,0.3046982440991024,-0.21904329171046855,0.541011879889935
0.4,0.011898286299082073,0.4001452472442037,0.9163743979238692,-1.4999240341866162,-1.9155135393707179,4.138329895598601,-0.05623601721530037,1.3858944190399476,-0.7224530579027614,-7.682862663061827,-8.85767766818006,-4.588065467298237,-0.23381804549350169,0.34313704959617514,-0.0209660886386051,0.5215896803724338,0.5385080343783981,0.4099119038032969,-0.7526209152796209,0.3046956857928489,-0.2190544509579013,0.5410521642673872
0.5,0.011904915698412644,0.3988030680619484,0.9169555869543307,-1.5011944330123592,-1.9144582284721192,4.138541345786067,-0.05628689056117113,1.3856589149085423,-0.7224177868018626,-7.861327459549034,-9.014135422834801,-4.882170602109397,-0.21115392904321453,0.337760332357189,-0.034730703895334475,0.5211963372435912,0.5381579666107539,0.4100130986819454,-0.7526521337618439,0.304685038828074,-0.2190388401689619,0.5410210524143347
0.6000000000000001,0.011961516609117614,0.39637237813286075,0.9180060922361982,-1.5023512363780964,-1.913065174333969,4.138734865153886,-0.05629523218188481,1.3855473461789838,-0.722355482668083,-7.859805722861857,-8.607226322182363,-5.805654251726423,-0.10633907210356892,0.287712706020571,-0.00842876696266462,0.520732339707453,0.5377986526984226,0.4101166371106048,-0.7527084084564015,0.30466507999312176,-0.21899005585580422,0.5409737482614915
0.7000000000000001,0.012018117519822583,0.3939416882037731,0.9190565975180659,-1.503586321817,-1.9118438255928472,4.1389288902282715,-0.05631723911270738,1.3853778954967768,-0.722330395375387,-7.631239600374593,-8.82490446049224,-5.858411637992716,-0.09040541012623829,0.296522052798941,-0.026248215297155576,0.5205149709787239,0.5375142728641009,0.4103234757971254,-0.7526532907347304,0.30469999068582276,-0.21901439000860146,0.5410209206596369
0.8,0.012092838812336103,0.3884587107748335,0.9213571651016795,-1.5048569413264055,-1.9106463334639625,4.139083117564974,-0.056261231284737916,1.385168174513301,-0.722221065714881,-8.474251656225023,-9.258282953218108,-5.901675458977763,-0.07530506955718123,0.3097236644533344,-0.015146957872421152,0.5201465309966251,0.5371543776057016,0.41053155708180283,-0.7526455659517728,0.30466450098204556,-0.21902381170828353,0.5410478387344977
0.9,0.0121680759725209,0.38288883802209495,0.9236933206069698,-1.5061155504745865,-1.9095168416080783,4.139242939575426,-0.05618402008523049,1.3850425286495056,-0.722176431492684,-7.742360573272963,-9.447985019075082,-5.580489492835619,-0.22140567537470981,0.41629637982077144,0.02446497061808808,0.519703624823482,0.5367420728456724,0.4107118548171568,-0.7526737646991728,0.3046599577094983,-0.21899552640610218,0.5410226183036484
1.0,0.012257834127745728,0.3753401646248914,0.9267627397840352,-1.5071687698364258,-1.9084283564882343,4.139490689298763,-0.05618746698413091,1.3848648669534944,-0.7221731915339137,-7.685321245097241,-9.926079093728639,-2.770705695122402,-0.3047644968880431,0.5296068423434478,0.08020690582104467,0.5194385572522596,0.5365089466335211,0.4108050662401664,-0.7526822878337185,0.3046611903869019,-0.21897882653124054,0.5410168261564848
1.1,0.012364510262348197,0.3654860494584954,0.9306864626533246,-1.5083567180169752,-1.9070708039615698,4.139598993255012,-0.05622439414501429,1.384664810102399,-0.7220771172134076,-7.844547156360288,-9.451094362555338,-5.002610996155731,-0.14714754860572143,0.4345463034936622,0.058647508454700126,0.5190825112638442,0.536125726204678,0.41101337205367133,-0.7526571290741009,0.30464456468317647,-0.2190202787409087,0.5410444092338308
1.2000000000000002,0.012437800886396622,0.35826446366926423,0.9335255627234413,-1.5097475900044777,-1.9056825219196194,4.139791213327848,-0.05621392857012072,1.3844965483066762,-0.7220027357610923,-6.852146631769746,-8.659494490232047,-5.884260231739158,-0.057126227086677306,0.31475355101754,0.10980355435995852,0.5188558233804853,0.5358647720548837,0.4111837995443552,-0.7526318635070876,0.30466184350652287,-0.2190271857492056,0.5410670300876209
1.3,0.012470969759743853,0.3542065763118183,0.9350611941680661,-1.5111152071519007,-1.904635025324095,4.139961774527815,-0.056243460208755376,1.384353297638176,-0.721974948415411,-7.36042349670325,-9.278571570104583,-4.99782971496416,-0.11353401850947326,0.38168342021284063,0.10578852934876436,0.5185369834778482,0.5355199585969715,0.4114228140875822,-0.7525976057755156,0.3046587175756392,-0.21902784725103078,0.5411161721060529
1.4000000000000001,0.012504138633091084,0.35014868895437234,0.9365968256126909,-1.512181282043457,-1.9036444032927253,4.140115354202749,-0.056186990146972704,1.3842195569107156,-0.7219345309909366,-7.867082541538026,-9.46259007858566,-5.121787911774321,-0.08318345761154633,0.40167697451835305,0.09889145378724341,0.5180367440754657,0.5350207722181926,0.41147113299524374,-0.7526882151578207,0.3046804111489342,-0.2190084436833335,0.5409857663747307
1.5,0.012527928629400964,0.34690878873608266,0.9378138285831343,-1.513226486178008,-1.9023943428201657,4.140322750270778,-0.056189168428724096,1.3839770281335158,-0.7218620271751757,-8.212021162337388,-9.673461172964151,-6.0314584533900995,-0.0594969004050078,0.3834505665480389,0.0872131689102754,0.5178515731857783,0.5348504909059584,0.4115129856886377,-0.7527070694283904,0.30467220067459466,-0.2190152754742927,0.5409613913002885
1.6,0.01253972357369064,0.3447150476951617,0.9386233237988967,-1.5144202940596618,-1.900979253920812,4.140462397697058,-0.056177859313389554,1.3838523383228964,-0.721805766862005,-8.111465727968234,-9.99058161641003,-6.9640017530013045,-0.01949085742240315,0.36840788931703866,0.07106252224896498,0.517546232755431,0.534539571148561,0.41171886046459605,-0.7526798761610284,0.3046855679105369,-0.21900727677202175,0.540994936621551
1.7000000000000002,0.01262684307442092,0.33999222332542106,0.9403356516042864,-1.5158307054019715,-1.899709783044029,4.140654433087102,-0.05621198757446414,1.3837164524352459,-0.7217078346335597,-7.9353063275604026,-9.120802036042178,-6.956053049698829,0.022082033242425105,0.3359927528216209,0.09877595184092912,0.517011799046095,0.533970897612217,0.4121373478630713,-0.7526106944371985,0.3046567599192533,-0.21902515276749965,0.5411001605150692
