,/manipulator_wrench.fx,/manipulator_wrench.fy,/manipulator_wrench.fz,/manipulator_wrench.tx,/manipulator_wrench.ty,/manipulator_wrench.tz,/ground_truth.x,/ground_truth.y,/ground_truth.z,/joint_states.elbow_joint,/joint_states.shoulder_lift_joint,/joint_states.shoulder_pan_joint,/joint_states.wrist_1_joint,/joint_states.wrist_2_joint,/joint_states.wrist_3_joint,/mode./mode,/manipulator_pose.x,/manipulator_pose.y,/manipulator_pose.z,/manipulator_pose.rx,/manipulator_pose.ry,/manipulator_pose.rz,/manipulator_pose.rw
3.3000000000000003,-10.81325518170077,-5.096157001111001,-7.8448216716365815,-0.12197783962726716,0.08394936634117901,0.3693407937467814,0.05657987826056735,-0.0554950108481601,0.9968538146938968,-1.6442101223025247,-1.7801220533627062,4.140122014680431,-0.1759374898723145,1.3767523765563965,-1.5173239014361288,1.0,0.4913842253326254,0.4914264689519215,0.39496564099626064,0.8468746757598894,0.016469977336942547,0.3840940696196733,-0.367428590458201
3.4000000000000004,-10.847566008879465,-5.14130026454647,-7.840740958052322,-0.12332319724975978,0.08117305689645271,0.3682225605972672,0.057057476521265325,-0.055911548869148085,0.996803906322997,-1.6430415731252745,-1.781694237381485,4.139907938395189,-0.17563038177559187,1.3769844212000846,-1.5174681524893758,1.0,0.4917297462443037,0.4917720600779128,0.3949273602557401,0.8467978038150938,0.01644349101107732,0.38416003207828836,-0.36753797193067156
3.5,-10.954952525958067,-4.954222387010187,-7.794364972750521,-0.1207282117621561,0.08284474978944456,0.37073140908808694,0.056384146616009205,-0.0552451981293549,0.9968793991916404,-1.6418771743774414,-1.783649492206414,4.139678680665583,-0.17530329645190434,1.377183693171226,-1.5175414361178747,1.0,0.4921288432624285,0.4921953054645102,0.39478052876547853,0.8467535353328327,0.01644465289529888,0.3841973435313825,-0.3676009045363341
3.6,-10.720288338531184,-5.162549474153532,-7.855294160459458,-0.12642744345529774,0.08325612959462113,0.36807267524506415,0.055494307891186194,-0.05441484498496595,0.9969746466357018,-1.64066283495315,-1.7850073115183693,4.139463089117732,-0.17493761825021906,1.3773650843553593,-1.5176796003171218,1.0,0.4927058919172414,0.4928323655442122,0.394209386368585,0.8468477634315469,0.016488123429761407,0.3841081040483741,-0.3674751308063103
3.7,-10.702988580653235,-5.390140065577764,-7.87444002620812,-0.12126999882325536,0.08540761881504548,0.3685824144703007,0.05475083759294833,-0.05372254096370152,0.9970537666675594,-1.6392488479614258,-1.7862945179894212,4.139297962188721,-0.17465308402776233,1.3775647868629264,-1.517751673711856,1.0,0.4931976024701067,0.4933677792307929,0.3939401384411519,0.846827078937766,0.016494926060802263,0.38412915402170733,-0.3675004881936173
3.8000000000000003,-11.083609284829226,-4.904547240574747,-7.838223700584618,-0.11937153771463102,0.08829870115597083,0.3680173590909884,0.05458107375667655,-0.05353951330999746,0.9970729199900628,-1.6380557359695667,-1.787844808747745,4.1390839065894784,-0.1743280779041005,1.37771441187858,-1.5178342549087087,1.0,0.49343756218126233,0.493576478712405,0.39398681724923157,0.8467423727134508,0.016474398477439506,0.38421125391561267,-0.3676107463214247
3.9000000000000004,-11.080610960309368,-4.888927290754497,-7.768044465390304,-0.12229102616171013,0.0857045113427018,0.3658114782596248,0.05475986475597375,-0.0537103481701219,0.9970538910293777,-1.637098848267475,-1.7894867461707513,4.138845402850941,-0.1740496859014001,1.3778826236573203,-1.5179295664779457,1.0,0.49379748336283036,0.4939794381228398,0.3937183416972807,0.8467601190299696,0.016474717938008646,0.3841866465561984,-0.36759557273873333
4.0,-11.06053983357314,-4.946607447054701,-7.911041507301366,-0.12098652228067323,0.08617834249345825,0.36375885020752907,0.05489551645820256,-0.05385352795102545,0.9970387257272886,-1.636086019547993,-1.790733860567727,4.138643620625929,-0.17373453465834443,1.3780422815602045,-1.5180289171243628,1.0,0.49433869970908934,0.49453332732292526,0.393221271706693,0.8468292169157162,0.016473456722871628,0.38413094988312435,-0.3674946475030665
4.1000000000000005,-10.93778703178293,-5.273033399289623,-7.842037877054762,-0.12517461602519442,0.08770564019132887,0.3636910094486761,0.054565357987125515,-0.053572716989522394,0.9970719752144246,-1.6349569102280013,-1.7918851108336613,4.138493853564062,-0.173480824833252,1.378220460869306,-1.5181029727445843,1.0,0.4946007078010187,0.4948086150226395,0.3929971371246193,0.8468555939117302,0.01649506317989538,0.3841108822008543,-0.36745386938496594
4.2,-10.766552470095496,-5.0121743565541035,-7.702251414929756,-0.11730983436440068,0.08802626249655528,0.3659912732405371,0.05450319627145741,-0.053544482590335486,0.9970769204740518,-1.633751679717592,-1.7933346588534576,4.138274740601404,-0.17324915292855314,1.3783713806168718,-1.518172601567813,1.0,0.4950287158797568,0.4952484646940452,0.39289455808630436,0.8467883653383257,0.016491449083069796,0.38417704533417923,-0.3675397859730112
4.3,-10.985134032842488,-4.952863485900519,-7.7290184106734525,-0.116956193687004,0.08957919253732989,0.3679879491393376,0.05453649269596014,-0.053606213791115076,0.9970717840111863,-1.6327771527859194,-1.79457566063612,4.13811897437166,-0.17302473738259,1.3785152741624602,-1.5182683490951443,1.0,0.4953102618090282,0.495523568466786,0.3927435820561272,0.8467836415817739,0.016452887764327757,0.3841840883972478,-0.36754503541212535
4.4,-11.119299467783579,-4.807140504849069,-7.9867262838235344,-0.11656776959397565,0.08994895368573856,0.36922268042007544,0.05465819512490082,-0.053695404371798226,0.9970603058517026,-1.6318608178089662,-1.7957184486742206,4.137945779301176,-0.17279539776705494,1.3786777389662912,-1.5183578012870311,1.0,0.49559578011519717,0.4958250374934851,0.39254626515893815,0.846796217191883,0.016454743944199275,0.38417312355038874,-0.36752743991814535
4.5,-10.997227559446264,-5.258864696890632,-7.957633228795092,-0.12414554832577256,0.0878105613867879,0.3646762520745044,0.05481290837991392,-0.05379484829239664,0.9970464597009788,-1.6310400727170977,-1.7968402222063515,4.137787342071533,-0.17256668707917686,1.3788321913615573,-1.5184207889704329,1.0,0.4959668830001941,0.4962447331061039,0.39227777940509934,0.8468069636044041,0.01647089175127927,0.3841525748931194,-0.36752343506094054
