,/ground_truth.x,/ground_truth.y,/ground_truth.z,/joint_states.elbow_joint,/joint_states.shoulder_lift_joint,/joint_states.shoulder_pan_joint,/joint_states.wrist_1_joint,/joint_states.wrist_2_joint,/joint_states.wrist_3_joint,/wrench.fx,/wrench.fy,/wrench.fz,/wrench.tx,/wrench.ty,/wrench.tz,/manipulator_pose.x,/manipulator_pose.y,/manipulator_pose.z,/manipulator_pose.rx,/manipulator_pose.ry,/manipulator_pose.rz,/manipulator_pose.rw
0.0,0.026539634260294265,0.5434555593489987,0.839018297074621,-1.5772371292114258,-1.9847170315184535,4.161068439483643,0.3430587488361816,1.3705096244812012,-0.769836727772848,-8.544099323708174,-8.07766242901054,-5.226907365391696,-0.016717706771608203,0.05730113942341285,-0.14690834756303872,0.5079434165022941,0.5428681222065057,0.3977696354082493,-0.6820915767900937,0.2694039958963882,-0.24964212171205288,0.6323380258486495
0.1,0.026538099380160447,0.5434298541606231,0.8390349947432357,-1.5774086973220658,-1.9845113999822008,4.161103245094328,0.3431176042921568,1.3705205882339757,-0.7699170373990782,-9.063391505260023,-8.649708434381012,-5.240815664735885,-0.010235247441288868,0.05910328529224158,-0.15090401390695335,0.507907115421508,0.5428692534165432,0.3977768392311888,-0.6820988229643403,0.2693838537300113,-0.2496385258245036,0.6323402102384427
0.2,0.026530791947967435,0.5428789160307567,0.8393907824523127,-1.5787837967468106,-1.9834946265710336,4.161222225718755,0.3433987204095936,1.370351382372414,-0.7699032249414338,-9.919473122299742,-9.095965582740128,-5.772230945986009,-0.0030156994178427454,0.04653361480031784,-0.16293744210042385,0.5076350131315747,0.5425077521159107,0.3978758670584101,-0.6820647415048207,0.26940030780889246,-0.24967288429275789,0.6323563974511299
0.30000000000000004,0.026517371028577767,0.5417717239546047,0.8401056873420788,-1.5802739644507315,-1.9825195002688278,4.161381141208388,0.34394874249638113,1.3701379027103353,-0.7698369432958404,-10.26648613843429,-9.250059369822726,-6.231890510682044,0.014540756137097394,0.039913909749979444,-0.17200781793780665,0.5074847174365472,0.542308938658566,0.3978478224055645,-0.6820788994998187,0.26941959812385147,-0.24968931975084976,0.6323264177671662
0.4,0.026503950109188098,0.5406645318784528,0.840820592231845,-1.5817626150487725,-1.9813639148653348,4.161607707669076,0.3444109357682784,1.3699406677437267,-0.7698512513719171,-10.515772762431485,-9.133043377518659,-6.360684034418645,0.059468983004624595,-0.0019219719008720312,-0.17951042187516572,0.5071031872397839,0.5419254670786743,0.3978921063858812,-0.6820409750187791,0.26943054427041374,-0.24968016773582,0.6323662736492157
0.5,0.02658452336708157,0.5388572563542248,0.841969240671313,-1.5834876373167976,-1.9800513283285208,4.161846966159904,0.3448468881794433,1.3697543995078696,-0.7698253262236822,-8.708483725657615,-8.69194974113798,-5.069659207469007,-0.01683746879755933,0.08894703959617656,-0.14820035665750492,0.5065945485108176,0.5414105569578187,0.3979994881339825,-0.6820410075724928,0.26938328548311213,-0.24967670425238547,0.6323877393225532
0.6000000000000001,0.026668159795739596,0.5370271658513153,0.8431320243540392,-1.5851503079383678,-1.9789599050456075,4.162054070414746,0.3452883647762801,1.3695855140686035,-0.769845741847926,-8.859222804608017,-8.595841882434318,-4.688378629465272,-0.014684787881304876,0.08417298671878871,-0.14025201593519143,0.5063545091631229,0.5411833734367796,0.39798913120148754,-0.6820681237824445,0.2693848359802424,-0.24966149920030317,0.6323638355257603
0.7000000000000001,0.026751796224397623,0.5351970753484057,0.8442948080367655,-1.5866154590473809,-1.9779580033961357,4.162224431350339,0.3456589506607701,1.3694098207458358,-0.769713356743178,-8.50809777692979,-8.180172299874748,-4.666263295544608,0.02675016864063411,0.09199239354253717,-0.1338237397873341,0.5059107152514773,0.5407625021140553,0.3979744326404832,-0.6820839640573712,0.2694068583557906,-0.24960943732882457,0.6323579203607983
0.8,0.02683543265305565,0.5333669848454962,0.8454575917194918,-1.5880717024672102,-1.976950848898899,4.162388324737549,0.346092266183763,1.369275900748854,-0.7697509983248129,-8.64041980798515,-8.57852920454825,-4.632245795559743,0.009901706255900113,0.0956425129227437,-0.12917347865788184,0.5057460484581434,0.5406112712395952,0.39798651018996817,-0.6820922964072175,0.2693937583925251,-0.24959329209927686,0.6323608864091169
0.9,0.026877492213849365,0.5313471393859193,0.8467243018140739,-1.5897866044046758,-1.9757218673252652,4.162581476963806,0.346524880266483,1.3690695762634277,-0.7697527670011741,-8.52942619369405,-8.43089213016902,-4.719246575186559,0.010495009495964961,0.08636900235069518,-0.1224017845901339,0.5053852396695684,0.5401909041051232,0.3979746766541352,-0.6821219349756862,0.26939328446113137,-0.24961182261932446,0.6323218026613734
