,/ground_truth.x,/ground_truth.y,/ground_truth.z,/joint_states.elbow_joint,/joint_states.shoulder_lift_joint,/joint_states.shoulder_pan_joint,/joint_states.wrist_1_joint,/joint_states.wrist_2_joint,/joint_states.wrist_3_joint,/wrench.fx,/wrench.fy,/wrench.fz,/wrench.tx,/wrench.ty,/wrench.tz,/manipulator_pose.x,/manipulator_pose.y,/manipulator_pose.z,/manipulator_pose.rx,/manipulator_pose.ry,/manipulator_pose.rz,/manipulator_pose.rw
0.0,0.015056028036065316,0.7112188389612555,0.7028094187803546,-1.4571866989135742,-2.015689035455221,4.142307758331299,0.19517628728833003,1.3821616172790527,-0.7597067991839808,-7.503534045783258,-8.027464710621036,-5.670183462068395,0.02315780168483193,0.05551474893113832,-0.03207060581029614,0.5320723484188594,0.5593236040850444,0.41289576566323233,-0.6989817787519977,0.2793655284340828,-0.24429644477783644,0.611308941178148
0.1,0.015094658785348887,0.7103034857012479,0.7037336609678174,-1.457334249606759,-2.015451048787039,4.142304532421001,0.19522856040235212,1.382175243754353,-0.7596864520622266,-7.729976930613127,-8.417357472996358,-6.305839760608943,0.04266804105198797,0.04510900536410842,-0.04071384500337986,0.5320697112971694,0.5593289584994067,0.4128976821961045,-0.6989866754377518,0.2793529871947598,-0.2443024017684067,0.6113066927459831
0.2,0.015125883049265716,0.7091100810357182,0.7049334568470386,-1.4585686112388139,-2.014473934915246,4.142350209920747,0.19549978960058761,1.382005359310435,-0.7596650885118377,-8.227537003838256,-8.639776983284367,-6.890693048713664,0.06885283405652895,0.011519076413787478,-0.043464430392485674,0.5320365205256296,0.559252103542365,0.4129443922010133,-0.6989640009164464,0.2793522569613437,-0.24431483682925287,0.6113279827216913
0.30000000000000004,0.015156910229320164,0.7079092775241466,0.7061405851090533,-1.4603683267814225,-2.01336770699493,4.142517396332591,0.19594494878735347,1.3818977939511519,-0.7596717076969626,-8.546284160823792,-8.805156327919097,-6.709486519939793,0.05948364886744289,0.02865615977767622,-0.05533615334109786,0.5318390928431063,0.559017695792845,0.4129781417761722,-0.6989701373774277,0.2793642426722218,-0.24430361154546948,0.6113199754274321
0.4,0.01517727680482381,0.7063798792085275,0.7076684487727408,-1.4618353680465621,-2.0122812774738925,4.142740726470947,0.19634332132513654,1.3817222035351366,-0.7596829573260706,-8.797149027093573,-8.536562540513552,-7.459260632846929,0.08892284776084142,0.003144558381541869,-0.07487203349806336,0.531584367740554,0.558725884079424,0.41293391471775953,-0.6990204154544881,0.2793810456153767,-0.24430372175859752,0.6112547600334836
0.5,0.01523505998919453,0.7033833425473643,0.7106396248136101,-1.4634426966458793,-2.010987467371785,4.142895221710205,0.19671606149642748,1.3815209851437469,-0.759579810369456,-9.27526559805942,-8.422589546101797,-8.534018591575524,0.18243520434241028,-0.047742023565671386,-0.09858539798332312,0.5311978906885766,0.5583442486246994,0.41298760907459875,-0.6990202414151439,0.27937771378536663,-0.2443140273200618,0.6112523629292796
0.6000000000000001,0.015339541956990483,0.6994507057914158,0.7145104381438364,-1.4649983529599837,-2.0097729411388072,4.143113738090183,0.197083510959621,1.3813804330523944,-0.7595429389588267,-8.961291077248625,-8.638397664699426,-8.000027752069418,0.18596926570217132,-0.044537947502687976,-0.11127937479350206,0.530703862996911,0.5578076095108626,0.41316096500883526,-0.6989704195563667,0.2793998278665368,-0.24431359693323562,0.6112993989256741
0.7000000000000001,0.015446434198259161,0.6964778683874275,0.7174109512374509,-1.4666583087964091,-2.008663829583389,4.143291394673936,0.1974815182753166,1.3811684801732262,-0.7595518844549201,-9.39152160345261,-8.926473032223766,-8.444683603662524,0.17932225530219859,-0.04164301485053296,-0.11452174459217253,0.5305143569744486,0.5576445495131656,0.41319206479864906,-0.6989892861145812,0.27937571830717495,-0.2443061558236948,0.6112918191371669
0.8,0.015517893059001194,0.6940735052102166,0.719732835216471,-1.468162785726927,-2.0075519149732695,4.1434452005608,0.19789670677452528,1.381025128723868,-0.7595653852172504,-9.595149143421681,-8.74854101648286,-6.476996692578763,0.10596980270708077,0.029581460175337086,-0.08258095410247218,0.5301561699911295,0.5573180492930985,0.4131928295964756,-0.6990242132808102,0.27937261110892586,-0.24428899594274717,0.6112601572739791
0.9,0.015564510684864735,0.69230896281727,0.7214327568465184,-1.4698145075419187,-2.0062056980528773,4.143630061666717,0.19830847871653146,1.3808335561867733,-0.7595496643924924,-8.733127087554701,-8.758095980584153,-6.024290004998092,0.08191606932386954,0.07358527285943602,-0.06980742504705537,0.5297252099108982,0.5568765801279245,0.41323915471095357,-0.6990262991303344,0.27938113979721285,-0.2442916310790922,0.6112528207169884
1.0,0.015581102014978802,0.6913472642222963,0.7223544719036135,-1.4712522311597267,-2.0049763208873124,4.1438069343566895,0.19865314725309205,1.3806782951763104,-0.7595500990292973,-8.976803012595893,-9.04120694370884,-7.016323897403593,0.1292507269931912,0.019248454735507386,-0.0723502005675912,0.5294183372067442,0.5565345197241831,0.4133744088165715,-0.698995712550043,0.2793735858696595,-0.24431494551070335,0.6112819322989089
1.1,0.015605415394865476,0.6904514976696012,0.7232097760785715,-1.472743904805016,-2.0038780568934924,4.143970382155117,0.19902494442213928,1.380540080307607,-0.7595103451916851,-8.755191842479197,-8.888974365540987,-6.434013611422805,0.11807989641761946,0.02483160082234431,-0.06729654786597852,0.5289292928519889,0.5560083762596573,0.41358472632904125,-0.6989507175237271,0.27934819719567194,-0.24432711533688434,0.6113401180257612
